"ID","MASTERRECORDID","NAME","TYPE","PARENTID","BILLINGCITY","BILLINGSTATE","BILLINGCOUNTRY","WEBSITE","INDUSTRY","ANNUALREVENUE","OWNERID","CREATEDDATE","CREATEDBYID","STAGE__C","MARKETINGTIER__C","SUB_INDUSTRY__C","TARGET_ACCOUNT__C","MODEL_N_CUSTOMER__C","MARKETING_TARGET__C","STATUS"
"00100000003Kc75AAC","","Eastern Isotopes Inc","Manufacturer","","Sterling","VA","USA","www.easternisotopes.com","Life Sciences","3.73E7","005000000071zziAAA","2005-06-23T22:24:47.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc78AAC","","EcoArray LLC","Manufacturer","","Alachua","FL","USA","www.ecoarray.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:24:49.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7BAAS","","Economics Research Associates","Other","","Los Angeles","CA","USA","www.econres.com","Other","1.8E7","005000000071zziAAA","2005-06-23T22:24:51.000Z","00500000006orCrAAI","0 - Target","","Other","false","false","Disqualified","Item queried and written successfully"
"00100000003Kc7DAAS","","ECR Pharmaceuticals","Manufacturer","","RICHMOND","VA","USA","www.ecrpharmaceuticals.com","Life Sciences","5000000.0","005000000071zziAAA","2005-06-23T22:24:51.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7EAAS","","EDAP TMS S.A.","Manufacturer","","Norcross","GA","USA","www.edap-tms.com","Life Sciences","3000000.0","005000000071zziAAA","2005-06-23T22:24:52.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7FAAS","","EDC Biosystems Inc","Manufacturer","","San Jose","CA","USA","www.edcbiosystems.com","Life Sciences","2.0","005000000071zziAAA","2005-06-23T22:24:52.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7GAAS","","Eden Bioscience Corporation","Manufacturer","","Bothell","WA","USA","www.edenbio.com","Life Sciences","1039742.0","005000000071zziAAA","2005-06-23T22:24:52.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7IAAS","","EGB Advisors LLC","Banker","","San Francisco","CA","USA","www.egbadvisors.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:24:53.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Undetermined","Item queried and written successfully"
"00100000003Kc7JAAS","","Egea Biosciences Inc","Manufacturer","001000000023GbdAAE","San Diego","CA","USA","www.egeabiosciences.com","Life Sciences","1100000.0","005000000071zziAAA","2005-06-23T22:24:53.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7KAAS","","Egene Inc.","Manufacturer","","Irvine","CA","USA","www.egeneinc.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:24:53.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7LAAS","","EHOB Incorporated","Manufacturer","","Indianapolis","IN","USA","www.ehob.com","Life Sciences","2.0E7","005000000071zziAAA","2005-06-23T22:24:53.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7MAAS","","Eidogen And Sertanty Inc.","Systems Integrator","","San Diego","CA","USA","www.eidogen.com","Life Sciences","1600000.0","005000000071zziAAA","2005-06-23T22:24:53.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Competitor","Item queried and written successfully"
"00100000003Kc7OAAS","","Eklin Medical Systems Inc.","Manufacturer","","Sunnyvale","CA","USA","www.eklin.com","Life Sciences","3000000.0","005000000071zziAAA","2005-06-23T22:24:54.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7RAAS","","Electro-Optical Sciences Inc","Manufacturer","","Irvington","NY","USA","www.eo-sciences.com","Life Sciences","920000.0","005000000071zziAAA","2005-06-23T22:24:55.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7SAAS","","Elixir Pharmaceuticals Inc","Manufacturer","","Cambridge","MA","USA","www.elixirpharm.com","Life Sciences","1700000.0","005000000071zziAAA","2005-06-23T22:25:06.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7TAAS","","Ellman International Inc.","Manufacturer","","Oceanside","NY","USA","www.ellman.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:25:06.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7UAAS","","Elusys Therapeutics Inc.","Manufacturer","","Pine Brook","NJ","USA","www.elusys.com","Life Sciences","4700000.0","005000000071zziAAA","2005-06-23T22:25:06.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7VAAS","","Embrex Inc","Manufacturer","","Durham","NC","USA","www.embrex.com","Life Sciences","4.8717E7","005000000071zziAAA","2005-06-23T22:25:06.000Z","00500000006orCrAAI","0 - Target","","Animal Health","false","false","Target","Item queried and written successfully"
"00100000003Kc7WAAS","","Embryotech Laboratories Inc.","Manufacturer","","Wilmington","MA","USA","www.embryotech.com","Life Sciences","1100000.0","005000000071zziAAA","2005-06-23T22:25:07.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7XAAS","","Emergent BioSolutions Inc.","Manufacturer","","Gaithersburg","MD","USA","www.emergentbiosolutions.com","Life Sciences","1.69E7","005000000071zziAAA","2005-06-23T22:25:07.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7ZAAS","","Emergent Respiratory Products Inc","Manufacturer","","Irvine","CA","USA","www.eresp.com","Life Sciences","2000000.0","005000000071zziAAA","2005-06-23T22:25:07.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7aAAC","","eMetagen LLC","Manufacturer","","Madison","WI","USA","www.emetagen.com","Life Sciences","210000.0","005000000071zziAAA","2005-06-23T22:25:07.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7bAAC","","Emisphere Technologies Inc.","Manufacturer","","Tarrytown","NY","USA","www.emisphere.com","Life Sciences","1953000.0","005000000071zziAAA","2005-06-23T22:25:07.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7cAAC","","Emphasys Medical Inc.","Manufacturer","","Redwood City","CA","USA","www.emphasysmedical.com","Life Sciences","1900000.0","005000000071zziAAA","2005-06-23T22:25:08.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7fAAC","","Enanta Pharmaceuticals Inc.","Manufacturer","","Watertown","MA","USA","www.enanta.com","Life Sciences","3100000.0","005000000071zziAAA","2005-06-23T22:25:08.000Z","00500000006orCrAAI","0 - Target","","Bio-Tech","false","false","Target","Item queried and written successfully"
"00100000003Kc7gAAC","","Encision Inc","Manufacturer","","Boulder","CO","USA","www.encision.com","Life Sciences","8100000.0","005000000071zziAAA","2005-06-23T22:25:09.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7hAAC","","Encore Medical Corporation","Manufacturer","00100000002vrdcAAA","Austin","TX","USA","www.encoremed.com","Life Sciences","1.635E8","005000000071zziAAA","2005-06-23T22:25:10.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7iAAC","","Endacea Inc.","Manufacturer","","Research Triangle Park","NC","USA","www.endacea.com","Life Sciences","220000.0","005000000071zziAAA","2005-06-23T22:25:12.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7jAAC","","Endius Inc","Manufacturer","00100000001tVqZAAU","Plainville","MA","USA","www.endius.com","Life Sciences","5352457.0","005000000071zziAAA","2005-06-23T22:25:12.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7kAAC","","EndoBionics Inc.","Manufacturer","","San Leandro","CA","USA","www.endobionics.com","Life Sciences","220000.0","005000000071zziAAA","2005-06-23T22:25:13.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7lAAC","","Endocardial Solutions Inc","Manufacturer","00100000001tVtYAAU","Saint Paul","MN","USA","www.endocardial.com","Life Sciences","1.14E7","005000000071zziAAA","2005-06-23T22:25:13.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7mAAC","","Endocare Inc.","Manufacturer","","Irvine","CA","USA","www.endocare.com","Life Sciences","3.2685E7","005000000071zziAAA","2005-06-23T22:25:13.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7nAAC","","Endocyte Inc","Manufacturer","","Lafayette","IN","USA","www.endocyte.com","Life Sciences","2.5E7","005000000071zziAAA","2005-06-23T22:25:14.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7oAAC","","Endologix Inc.","Manufacturer","","Irvine","CA","USA","www.endologix.com","Life Sciences","4232000.0","005000000071zziAAA","2005-06-23T22:25:14.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7pAAC","","Endomatrix Inc.","Manufacturer","","Santa Rosa","CA","USA","www.endomatrix.com","Life Sciences","91000.0","005000000071zziAAA","2005-06-23T22:25:14.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7rAAC","","EndoTex Interventional Systems Inc.","Manufacturer","","Cupertino","CA","USA","www.endotex.com","Life Sciences","1800000.0","005000000071zziAAA","2005-06-23T22:25:14.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7sAAC","","Endovasc Inc.","Manufacturer","","Montgomery","TX","USA","www.endovasc.com","Life Sciences","72000.0","005000000071zziAAA","2005-06-23T22:25:14.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7tAAC","","Enlightened Technologies Associates Inc","Manufacturer","","Fairfax Station","VA","USA","www.etai.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:25:15.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7uAAC","","Enpath Medical Inc.","Manufacturer","","Minneapolis","MN","USA","http://www.enpathmedical.com","Life Sciences","7500000.0","005000000071zziAAA","2005-06-23T22:25:15.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc7vAAC","","EnSolve Biosystems Inc.","Manufacturer","","Raleigh","NC","USA","www.ensolve.com","Life Sciences","160000.0","005000000071zziAAA","2005-06-23T22:25:15.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7wAAC","","Entelos Inc.","Manufacturer","","Foster City","CA","USA","www.entelos.com","Life Sciences","5400000.0","005000000071zziAAA","2005-06-23T22:25:15.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc7zAAC","","EntreMed Inc","Manufacturer","","Rockville","MD","USA","www.entremed.com","Life Sciences","513995.0","005000000071zziAAA","2005-06-23T22:25:15.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc80AAC","","Entropin Inc.","Manufacturer","","Indio","CA","USA","www.entropin.com","Life Sciences","400000.0","005000000071zziAAA","2005-06-23T22:25:16.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc81AAC","","Environmental BioScience Inc","Manufacturer","","Diamond Bar","CA","USA","www.landfillsolutions.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:25:16.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc82AAC","","Enzo Biochem Inc","Manufacturer","","Farmingdale","NY","USA","www.enzo.com","Life Sciences","4.16444E7","005000000071zziAAA","2005-06-23T22:25:16.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc83AAC","","EOS Biotechnology Inc.","Manufacturer","","South San Francisco","CA","USA","www.eosbiotech.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:25:17.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc84AAC","","EP MedSystems Inc.","Manufacturer","00100000001tVtYAAU","West Berlin","NJ","USA","www.epmedsystems.com","Life Sciences","1.89E7","005000000071zziAAA","2005-06-23T22:25:17.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc85AAC","","Epeius Biotechnologies Corporation","Manufacturer","","Glendale","CA","USA","www.epeiusbiotech.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:25:18.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc86AAC","","Epigenesis Pharmaceuticals Inc","Manufacturer","","Cranbury","NJ","USA","www.epigene.com","Life Sciences","57000.0","005000000071zziAAA","2005-06-23T22:25:18.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc87AAC","","Epigenomics Inc.","Manufacturer","","Seattle","WA","USA","www.epigenomics.com","Life Sciences","1.43E7","005000000071zziAAA","2005-06-23T22:25:19.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc88AAC","","Epimmune Inc.","Manufacturer","","San Diego","CA","USA","www.epimmune.com","Life Sciences","9600000.0","005000000071zziAAA","2005-06-23T22:25:19.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc89AAC","","Episciences Inc.","Manufacturer","","Boise","ID","USA","www.epionce.com","Life Sciences","1000000.0","005000000071zziAAA","2005-06-23T22:25:19.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8AAAS","","Epitomics Inc","Manufacturer","","Burlingame","CA","USA","www.epitomics.com","Life Sciences","500000.0","005000000071zziAAA","2005-06-23T22:25:19.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8CAAS","","Epoch Biosciences Inc.","Manufacturer","","Bothell","WA","USA","www.epochbio.com","Life Sciences","3200000.0","005000000071zziAAA","2005-06-23T22:25:20.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8DAAS","","EPROGEN INC.","Manufacturer","","Darien","IL","USA","www.eprogen.com","Life Sciences","1000000.0","00500000006oz7zAAA","2005-06-23T22:25:20.000Z","00500000006orCrAAI","0 - Target","","Bio-Tech","false","false","Disqualified","Item queried and written successfully"
"00100000003Kc8EAAS","","EraGen Biosciences Inc.","Manufacturer","","Madison","WI","USA","www.eragen.com","Life Sciences","2000000.0","005000000071zziAAA","2005-06-23T22:25:20.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8FAAS","","Erchonia Medical Inc.","Manufacturer","","Mesa","AZ","USA","www.erchonia.com","Life Sciences","4800000.0","005000000071zziAAA","2005-06-23T22:25:20.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8MAAS","","Erico International Corp","Manufacturer","","Solon","OH","USA","www.erico.com","Life Sciences","9.94E7","005000000071zziAAA","2005-06-23T22:25:20.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8NAAS","","Esaote SpA","Manufacturer","","Indianapolis","IN","USA","www.esaote.com","Life Sciences","1.95364231E8","005000000071zziAAA","2005-06-23T22:25:20.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8OAAS","","Escalon Medical Corp.","Manufacturer","","Wayne","PA","USA","www.escalonmed.com","Life Sciences","1.47E7","005000000071zziAAA","2005-06-23T22:25:20.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8PAAS","","eScreen Inc.","Manufacturer","","Overland Park","KS","USA","www.escreen.com","Life Sciences","4600000.0","005000000071zziAAA","2005-06-23T22:25:21.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8RAAS","","Ethypharm","Manufacturer","","Princeton","NJ","USA","www.ethypharm.com","Life Sciences","100000.0","005000000071zziAAA","2005-06-23T22:25:22.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8SAAS","","Eudaemonic Corp. of Omaha Neb.","Manufacturer","","Omaha","NE","USA","www.eudaemonic.net","Life Sciences","","005000000071zziAAA","2005-06-23T22:25:22.000Z","00500000006orCrAAI","0 - Target","","Animal Health","false","false","Target","Item queried and written successfully"
"00100000003Kc8TAAS","","Eukarion Inc.","Manufacturer","","Bedford","MA","USA","www.eukarion.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:25:22.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8UAAS","","Eunoe Inc.","Manufacturer","","Pleasanton","CA","USA","www.eunoe-inc.com","Life Sciences","4000000.0","005000000071zziAAA","2005-06-23T22:25:22.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8VAAS","","Eurand, Inc.","Manufacturer","","Vandalia","OH","United States","www.eurand.com","Life Sciences","3.0E7","005000000071zziAAA","2005-06-23T22:25:22.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8XAAS","","ev3 Inc.","Manufacturer","","Plymouth","MN","USA","www.ev3.net","Life Sciences","1.53E7","005000000071zziAAA","2005-06-23T22:25:22.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8YAAS","","Evalve Inc.","Manufacturer","","Menlo Park","CA","USA","www.evalveinc.com","Life Sciences","4700000.0","005000000071zziAAA","2005-06-23T22:25:23.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8ZAAS","","Evit Labs Inc","Manufacturer","","Mcclellan","CA","USA","www.evitlabs.com","Life Sciences","450000.0","005000000071zziAAA","2005-06-23T22:25:24.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8bAAC","","EXACT Sciences Corporation","Manufacturer","","Marlborough","MA","USA","www.exactlabs.com","Life Sciences","4935000.0","005000000071zziAAA","2005-06-23T22:25:24.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8cAAC","","Exactech Inc.","Manufacturer","","Gainesville","FL","USA","www.exac.com","Life Sciences","8.1815E7","005000000071zziAAA","2005-06-23T22:25:24.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8dAAC","","Exegenics Inc","Manufacturer","","Pittsford","NY","USA","www.exegenicsinc.com","Life Sciences","13000.0","005000000071zziAAA","2005-06-23T22:25:25.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8eAAC","","Exelixis Inc.","Manufacturer","","South San Francisco","CA","USA","www.exelixis.com","Life Sciences","1.85045E8","005000000071zziAAA","2005-06-23T22:25:25.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8fAAC","","EXIMIAS Pharmaceutical Corporation","Manufacturer","","Berwyn","PA","USA","www.eximiaspharm.com","Life Sciences","2500000.0","005000000071zziAAA","2005-06-23T22:25:26.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8gAAC","","ExonHit Therapeutics Inc.","Manufacturer","","Gaithersburg","MD","USA","www.exonhit.com","Life Sciences","890000.0","005000000071zziAAA","2005-06-23T22:25:26.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8iAAC","","EXPONENTIAL BIOTHERAPIES INC","Manufacturer","","Washington","DC","USA","www.expobio.com","Life Sciences","","00500000006oz7zAAA","2005-06-23T22:25:26.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8jAAC","","Expression Analysis Inc.","Manufacturer","","Durham","NC","USA","www.expressionanalysis.com","Life Sciences","1100000.0","005000000071zziAAA","2005-06-23T22:25:26.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8kAAC","","Expression Pathology Inc.","Manufacturer","","Gaithersburg","MD","USA","www.expressionpathology.com","Life Sciences","","00500000006oz7zAAA","2005-06-23T22:25:26.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8mAAC","","Basf Plant Sciences Llc","Manufacturer","","Florham Park","NJ","USA","www.basf.com","Life Sciences","490000.0","005000000071zziAAA","2005-06-23T22:25:26.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8oAAC","","EYI Industries Inc","Manufacturer","","Blaine","WA","USA","ibaadmin.eyi.us","Life Sciences","6229029.0","005000000071zziAAA","2005-06-23T22:25:28.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8pAAC","","Fairway Medical Technologies Inc","Manufacturer","","Houston","TX","USA","www.fairwaymed.com","Life Sciences","1600000.0","005000000071zziAAA","2005-06-23T22:25:28.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8tAAC","","Ferno Vet Systems","Manufacturer","","Wilmington","OH","USA","www.ferno.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:25:28.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8uAAC","","Ferno-Washington Inc","Manufacturer","","Wilmington","OH","USA","www.ferno.com","Life Sciences","6.0E7","005000000071zziAAA","2005-06-23T22:25:29.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc8wAAC","","FFF Enterprises Inc.","Distributor","","Temecula","CA","USA","www.fffenterprises.com","Life Sciences","5.17E7","005000000071zziAAA","2005-06-23T22:25:29.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Disqualified","Item queried and written successfully"
"00100000003Kc8xAAC","","FibroGen Inc.","Manufacturer","","South San Francisco","CA","USA","www.fibrogen.com","Life Sciences","5490000.0","005000000071zziAAA","2005-06-23T22:25:29.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc8yAAC","","Fidelity Bio Sciences Group","Other","","Watertown","MA","USA","","Life Sciences","65000.0","005000000071zziAAA","2005-06-23T22:25:29.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Disqualified","Item queried and written successfully"
"00100000003Kc8zAAC","","FIRST GENETIC TRUST INC.","Manufacturer","","Deerfield","IL","USA","www.firstgenetic.net","Life Sciences","3400000.0","005000000071zziAAA","2005-06-23T22:25:29.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Disqualified","Item queried and written successfully"
"00100000003Kc90AAC","","Fischer Imaging Corp","Manufacturer","","Denver","CO","USA","www.fischerimaging.com","Life Sciences","6.4E7","005000000071zziAAA","2005-06-23T22:25:30.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc91AAC","","Fisher Hamilton L.L.C.","Manufacturer","","Two Rivers","WI","USA","www.fisherhamilton.com","Life Sciences","1.411E8","005000000071zziAAA","2005-06-23T22:25:31.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc92AAC","","FlowMedica Inc.","Manufacturer","","Fremont","CA","USA","www.flowmedica.com","Life Sciences","1400000.0","005000000071zziAAA","2005-06-23T22:25:31.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc93AAC","","Foamex International Inc.","Manufacturer","","Marcus Hook","PA","USA","www.foamex.com","Life Sciences","1.2664E9","0050000000720faAAA","2005-06-23T22:25:31.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Disqualified","Item queried and written successfully"
"00100000003Kc94AAC","","ForHealth Technologies Inc.","Manufacturer","","Daytona Beach","FL","USA","www.forhealthtechnologies.com","Life Sciences","5800000.0","005000000071zziAAA","2005-06-23T22:25:33.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc9BAAS","","ForMor","Manufacturer","","Conway","AR","USA","www.formor.com","Life Sciences","210000.0","005000000071zziAAA","2005-06-23T22:25:34.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc9CAAS","","Fougera Inc.","Manufacturer","00100000002mISuAAM","Melville","NY","USA","www.fougera.com","Wholesale Drugs & Pharmacy Supplies","2.99786E8","005000000071zziAAA","2005-06-23T22:25:34.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc9DAAS","","Freedom Medical Inc.","Manufacturer","","Exton","PA","USA","www.freedommedical.com","Life Sciences","1.33E7","005000000071zziAAA","2005-06-23T22:25:35.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc9FAAS","","Fresenius Medical Care Extracorporeal Alliance","Manufacturer","00100000001v65YAAQ","Westchester","IL","USA","www.fmcea.com","Life Sciences","","005000000071zziAAA","2005-06-23T22:25:35.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc9GAAS","","Frontier Pharmaceutical Inc","Manufacturer","","Melville","NY","USA","www.frontierpharm.com","Life Sciences","890000.0","005000000071zziAAA","2005-06-23T22:25:36.000Z","00500000006orCrAAI","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Kc9HAAS","","Fuji Photo Film U.S.A. Inc.","Manufacturer","","Valhalla","NY","USA","www.fujifilm.com","Life Sciences","5.25E8","005000000074nYnAAI","2005-06-23T22:25:36.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
"00100000003Kc9IAAS","","FUJIFILM Medical Systems USA Inc.","Manufacturer","","Stamford","CT","USA","www.fujimed.com","Life Sciences","6.38E7","005000000071zziAAA","2005-06-23T22:25:36.000Z","00500000006orCrAAI","0 - Target","","Med Devices","false","false","Target","Item queried and written successfully"
